HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Chromosome	Entrez Gene ID	RefSeq IDs
HGNC:6906	MATK	megakaryocyte-associated tyrosine kinase		HYLTK, CTK, HYL, Lsk, CHK, HHYLTK, DKFZp434N1212, MGC1708, MGC2101	19p13.3	4145	NM_139355
HGNC:6907	MATN1	matrilin 1, cartilage matrix protein	CRTM, CMP		1p35.2	4146	NM_002379
HGNC:40364	MATN1-AS1	MATN1 antisense RNA 1			1p35.2	100129196	NR_034182
HGNC:6908	MATN2	matrilin 2			8q22.1-q22.2	4147	
HGNC:6909	MATN3	matrilin 3		EDM5, HOA	2p24.1	4148	NM_002381
HGNC:6910	MATN4	matrilin 4			20q13.12	8785	
HGNC:6911	MATR1~withdrawn	symbol withdrawn, see SLCO2A1					
HGNC:6912	MATR3	matrin 3	MPD2	KIAA0723, MGC9105, VCPDM	5q31.2	9782	NM_018834
HGNC:29140	MAU2	MAU2 sister chromatid cohesion factor	KIAA0892	MGC75361, mau-2, MAU2L, SCC4	19p13.11	23383	NM_015329
HGNC:29233	MAVS	mitochondrial antiviral signaling protein		VISA, KIAA1271, IPS-1, Cardif	20p13	57506	NM_020746
HGNC:6913	MAX	MYC associated factor X		bHLHd4, bHLHd5, bHLHd6, bHLHd7, bHLHd8	14q23.3	4149	NM_197957
HGNC:6914	MAZ	MYC associated zinc finger protein		ZF87, Pur-1, Zif87, ZNF801	16p11.2	4150	NM_002383
HGNC:6915	MB	myoglobin		PVALB	22q12.3	4151	NM_203377
HGNC:30438	MB21D2	Mab-21 domain containing 2	C3orf59		3q29	151963	NM_178496
HGNC:6916	MBD1	methyl-CpG binding domain protein 1		PCM1, CXXC3	18q21.1	4152	NM_015846
HGNC:6917	MBD2	methyl-CpG binding domain protein 2			18q21.2	8932	NM_003927
HGNC:6918	MBD3	methyl-CpG binding domain protein 3			19p13	53615	NM_003926
HGNC:15774	MBD3L1	methyl-CpG binding domain protein 3 like 1	MBD3L		19p13.2	85509	NM_145208
HGNC:18532	MBD3L2	methyl-CpG binding domain protein 3 like 2			19p13.2	125997	NM_144614
HGNC:53435	MBD3L2B	methyl-CpG binding domain protein 3 like 2B			19p13.2	729458	
HGNC:37205	MBD3L3	methyl-CpG binding domain protein 3 like 3			19p13.2	653657	NM_001164425
HGNC:37206	MBD3L4	methyl-CpG binding domain protein 3 like 4			19p13.2	653656	NM_001164419
HGNC:37204	MBD3L5	methyl-CpG binding domain protein 3 like 5			19p13.2	284428	NM_001136507
HGNC:6919	MBD4	methyl-CpG binding domain 4, DNA glycosylase		MED1	3q21.3	8930	NM_003925
HGNC:20444	MBD5	methyl-CpG binding domain protein 5		FLJ11113, KIAA1461	2q23.2		
HGNC:20445	MBD6	methyl-CpG binding domain protein 6		KIAA1887	12q13.3	114785	
HGNC:20427	MBIP	MAP3K12 binding inhibitory protein 1			14q13.3	51562	NM_016586
HGNC:6920	MBL~withdrawn	symbol withdrawn, see MBL2					
HGNC:6921	MBL1P	mannose binding lectin 1, pseudogene	MBL1P1	COLEC3P	10q22.3	8512	
HGNC:6922	MBL2	mannose binding lectin 2	MBL	COLEC1	10q21.1	4153	NM_000242
HGNC:2221	MBL3P	mannose-binding lectin family member 3, pseudogene	COLEC2	MBL	10q22.3	50639	
HGNC:22180	MBLAC1	metallo-beta-lactamase domain containing 1		MGC49416	7q22.1	255374	NM_203397
HGNC:33711	MBLAC2	metallo-beta-lactamase domain containing 2		DKFZp686P15118, MGC46734	5q14.3	153364	NM_203406
HGNC:6923	MBNL1	muscleblind like splicing regulator 1	MBNL	KIAA0428, EXP42, EXP40, EXP35, EXP	3q25.1-q25.2	4154	NM_021038
HGNC:44584	MBNL1-AS1	MBNL1 antisense RNA 1		LOC401093	3q25.1	401093	NR_027037
HGNC:16746	MBNL2	muscleblind like splicing regulator 2		MBLL, MBLL39	13q32.1	10150	NM_144778
HGNC:20564	MBNL3	muscleblind like splicing regulator 3		CHCR, FLJ11316, MBLX39, MBXL	Xq26.2	55796	NM_018388
HGNC:13645	MBNT~withdrawn	symbol withdrawn, see LAPTM4A					
HGNC:21579	MBOAT1	membrane bound O-acyltransferase domain containing 1	OACT1	MGC44669, dJ434O11.1, LPEAT1	6p22.3	154141	
HGNC:25193	MBOAT2	membrane bound O-acyltransferase domain containing 2	OACT2	FLJ14415, FLJ90298	2p25.1	129642	NM_138799
HGNC:32311	MBOAT4	membrane bound O-acyltransferase domain containing 4	OACT4	FKSG89, GOAT	8p12	619373	
HGNC:15505	MBOAT7	membrane bound O-acyltransferase domain containing 7	LENG4	BB1, hMBOA-7, LPIAT	19q13.42	79143	NM_024298
HGNC:6925	MBP	myelin basic protein			18q23	4155	NM_001025081
HGNC:6926	MBS1	Moebius syndrome 1	MBS		13q12.2		
HGNC:6927	MBS2	Moebius syndrome 2		HCFP1	3q21-q22		
HGNC:6928	MBS3	Moebius syndrome 3		HCFP2	10q21.3-q22.1	22811	
HGNC:19866	MBTD1	mbt domain containing 1		SA49P01, FLJ20055	17q21.33	54799	
HGNC:15456	MBTPS1	membrane bound transcription factor peptidase, site 1		S1P, KIAA0091, SKI-1, PCSK8	16q23.3-q24.1	8720	NM_003791
HGNC:15455	MBTPS2	membrane bound transcription factor peptidase, site 2	KFSD	S2P	Xp22.12	51360	
HGNC:6929	MC1R	melanocortin 1 receptor		MSH-R	16q24.3	4157	NM_002386
HGNC:6930	MC2R	melanocortin 2 receptor		ACTHR	18p11.2		
HGNC:6931	MC3R	melanocortin 3 receptor		MC3	20q13.2	4159	
HGNC:6932	MC4R	melanocortin 4 receptor			18q21.32	4160	NM_005912
HGNC:6933	MC5R	melanocortin 5 receptor			18p11.21	4161	NM_005913
HGNC:6934	MCAM	melanoma cell adhesion molecule		MUC18, CD146	11q23.3	4162	
HGNC:29622	MCAT	malonyl-CoA-acyl carrier protein transacylase		MT, MCT, fabD, FASN2C, NET62, MCT1	22q13.2	27349	NM_173467
HGNC:6935	MCC	mutated in colorectal cancers			5q22.2	4163	NM_001085377
HGNC:6936	MCCC1	methylcrotonoyl-CoA carboxylase 1		MCCA	3q27.1	56922	NM_020166
HGNC:40366	MCCC1-AS1	MCCC1 antisense RNA 1			3q27.1		
HGNC:6937	MCCC2	methylcrotonoyl-CoA carboxylase 2		MCCB	5q13.2	64087	
HGNC:20668	MCCD1	mitochondrial coiled-coil domain 1			6p21.33	401250	
HGNC:33449	MCCD1P1	mitochondrial coiled-coil domain 1 pseudogene 1		OTTHUMG00000130506	6p22.1	100048903	
HGNC:33462	MCCD1P2	mitochondrial coiled-coil domain 1 pseudogene 2		BPG309N1.16	6p22.1	100048924	
HGNC:13252	MCDC1~withdrawn	symbol withdrawn, see CHST6					
HGNC:6939	MCDR1	macular dystrophy, retinal, 1 (North Carolina type)			6q14-q16.2		
HGNC:18438	MCDR2~withdrawn	symbol withdrawn, see PROM1					
HGNC:20206	MCDR3	macular dystrophy, retinal 3			5p15.33-p13.1		
HGNC:32303	MCDR4	macular dystrophy, retinal, 4 (North Carolina type with progressive sensorineural hearing loss)			14q11.2		
HGNC:49649	MCDR5	macular dystrophy 5			19q13.31-q13.32		
HGNC:16732	MCEE	methylmalonyl-CoA epimerase		GLOD2	2p13.3	84693	NM_032601
HGNC:27291	MCEMP1	mast cell expressed membrane protein 1	C19orf59	MGC132456	19p13.2	199675	NM_174918
HGNC:6940	MCF2	MCF.2 cell line derived transforming sequence		DBL, ARHGEF21	Xq27.1	4168	NM_005369
HGNC:14576	MCF2L	MCF.2 cell line derived transforming sequence like		KIAA0362, DBS, OST, ARHGEF14	13q34	23263	
HGNC:39825	MCF2L-AS1	MCF2L antisense RNA 1			13q34	100289410	
HGNC:30319	MCF2L2	MCF.2 cell line derived transforming sequence-like 2		KIAA0861, ARHGEF22	3q27.1	23101	NM_015078
HGNC:18451	MCFD2	multiple coagulation factor deficiency 2		F5F8D, LMAN1IP, SDNSF	2p21	90411	NM_139279
HGNC:21582	MCFD2P1	multiple coagulation factor deficiency 2 pseudogene 1	C6orf44, MCFD2L	dJ153G14.2, NUCB2-L	6p22.1	645927	NG_009330
HGNC:4479	MCHR1	melanin concentrating hormone receptor 1	GPR24	SLC1, MCH1R	22q13.2	2847	NM_005297
HGNC:20867	MCHR2	melanin concentrating hormone receptor 2	GPR145	SLT, MCH2, MCH2R	6q16.2	84539	NM_032503
HGNC:48980	MCHR2-AS1	MCHR2 antisense RNA 1			6q16.2-q16.3	728012	
HGNC:40050	MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein	MCIN	MCI, IDAS	5q11.2	345643	NM_001190787
HGNC:6941	MCKD1~withdrawn	symbol withdrawn, see MUC1					
HGNC:6942	MCKD2	medullary cystic kidney disease 2 (autosomal dominant)		ADMCKD2	16p12		
HGNC:6943	MCL1	MCL1, BCL2 family apoptosis regulator		BCL2L3, Mcl-1	1q21.2	4170	NM_021960
HGNC:6944	MCM2	minichromosome maintenance complex component 2	CCNL1, CDCL1	D3S3194, KIAA0030, BM28, cdc19, DFNA70	3q21.3	4171	
HGNC:6945	MCM3	minichromosome maintenance complex component 3			6p12.2	4172	
HGNC:6946	MCM3AP	minichromosome maintenance complex component 3 associated protein		Map80, KIAA0572, GANP, SAC3	21q22.3	8888	NM_003906
HGNC:16417	MCM3AP-AS1	MCM3AP antisense RNA 1	C21orf85, MCM3APAS, MCM3AP-AS	FLJ10508, NCRNA00031	21q22.3	114044	NR_002776
HGNC:6947	MCM4	minichromosome maintenance complex component 4	CDC21	CDC54, hCdc21, P1-Cdc21, MGC33310	8q11.21	4173	NM_005914
HGNC:6948	MCM5	minichromosome maintenance complex component 5	CDC46		22q12.3	4174	
HGNC:6949	MCM6	minichromosome maintenance complex component 6		Mis5	2q21.3	4175	NM_005915
HGNC:6950	MCM7	minichromosome maintenance complex component 7	MCM2	CDC47, PPP1R104	7q22.1	4176	
HGNC:16147	MCM8	minichromosome maintenance 8 homologous recombination repair factor	C20orf154	MGC4816, MGC12866, MGC119522, MGC119523, dJ967N21.5, REC	20p12.3	84515	NM_032485
HGNC:51230	MCM8-AS1	MCM8 antisense RNA 1			20p12.3	101929225	NR_110101
HGNC:21484	MCM9	minichromosome maintenance 9 homologous recombination repair factor	MCMDC1, C6orf61	MGC35304, dJ329L24.3, FLJ20170	6q22.31	254394	NM_153255
HGNC:18043	MCM10	minichromosome maintenance 10 replication initiation factor		PRO2249, CNA43, DNA43	10p13	55388	NM_182751
HGNC:25782	MCMBP	minichromosome maintenance complex binding protein	C10orf119	FLJ13081, MCM-BP	10q26.11	79892	NM_024834
HGNC:26368	MCMDC2	minichromosome maintenance domain containing 2	C8orf45	FLJ25692	8q13.1	157777	NM_173518
HGNC:6951	MCNAA~withdrawn	symbol withdrawn, see BPHL					
HGNC:6952	MCO~withdrawn	entry withdrawn					
HGNC:13356	MCOLN1	mucolipin 1		TRPML1, ML4, MLIV, MST080, MSTP080, TRPM-L1	19p13.2	57192	NM_020533
HGNC:13357	MCOLN2	mucolipin 2		TRPML2, FLJ36691, TRP-ML2	1p22.3	255231	NM_153259
HGNC:13358	MCOLN3	mucolipin 3		TRPML3, FLJ11006, TRP-ML3	1p22.3	55283	NM_018298
HGNC:6954	MCPH1	microcephalin 1		FLJ12847, BRIT1	8p23.1	79648	NM_024596
HGNC:51655	MCPH1-AS1	MCPH1 antisense RNA 1			8p23.1	100507530	NR_125386
HGNC:6955	MCPH2~withdrawn	symbol withdrawn, see WDR62					
HGNC:6956	MCPH3~withdrawn	symbol withdrawn, see CDK5RAP2					
HGNC:6957	MCPH4~withdrawn	symbol withdrawn, see KNL1					
HGNC:6958	MCPH5~withdrawn	symbol withdrawn, see ASPM					
HGNC:17120	MCPH6~withdrawn	symbol withdrawn, see CENPJ					
HGNC:15665	MCPHA~withdrawn	symbol withdrawn, see SLC25A19					
HGNC:28007	MCRIP1	MAPK regulated corepressor interacting protein 1	FAM195B	GRAN2, MCRIP	17q25.3	348262	NM_001093767
HGNC:14142	MCRIP2	MAPK regulated corepressor interacting protein 2	C16orf14, FAM195A	MGC15416	16p13.3	84331	NM_138418
HGNC:49629	MCRIP2P1	MAPK regulated corepressor interacting protein 2 pseudogene 1	FAM195CP		Xq26.2	102388891	
HGNC:49631	MCRIP2P2	MAPK regulated corepressor interacting protein 2 pseudogene 2	FAM195DP, MCRIP2P1		1q25.3		
HGNC:6960	MCRS1	microspherule protein 1		ICP22BP, MSP58, P78, MCRS2, INO80Q	12q13.12	10445	NM_006337
HGNC:6961	MCS	Miles-Carpenter X-linked mental retardation syndrome	MRXS4		Xq13-q22		
HGNC:26183	MCTP1	multiple C2 and transmembrane domain containing 1		FLJ22344	5q15	79772	NM_024717
HGNC:25636	MCTP2	multiple C2 and transmembrane domain containing 2		FLJ11175, FLJ33303	15q26.2	55784	NM_018349
HGNC:23357	MCTS1	MCTS1, re-initiation and release factor		MCT-1	Xq24	28985	NM_014060
HGNC:49760	MCTS2P	malignant T cell amplified sequence 2, pseudogene		psiMCT-1, MCTS2	20q11.21	100101490	
HGNC:23526	MCU	mitochondrial calcium uniporter	C10orf42, CCDC109A	FLJ46135	10q22.1	90550	NM_138357
HGNC:26076	MCUB	mitochondrial calcium uniporter dominant negative beta subunit	CCDC109B	FLJ20647	4q25	55013	NM_017918
HGNC:21097	MCUR1	mitochondrial calcium uniporter regulator 1	C6orf79, CCDC90A	FLJ20958	6p23	63933	NM_022102
HGNC:1217	MCUR1P1	MCUR1 pseudogene 1	C17orf23, CCDC90AP1		17p13.3	53383	
HGNC:53756	MCUR1P2	MCUR1 pseudogene 2			3q26.1	100420620	
HGNC:6963	MDC~withdrawn	symbol withdrawn, see ADAM11					
HGNC:21163	MDC1	mediator of DNA damage checkpoint 1		NFBD1, KIAA0170, Em:AB023051.5	6p21.33	9656	NM_014641
HGNC:39764	MDC1-AS1	MDC1 antisense RNA 1		MDC1-AS	6p21.33		
HGNC:6964	MDCR~withdrawn	symbol withdrawn, see PAFAH1B1					
HGNC:6965	MDF1~withdrawn	entry withdrawn					
HGNC:6966	MDF2~withdrawn	symbol withdrawn, see ITGB1					
HGNC:6967	MDFI	MyoD family inhibitor		I-mfa	6p21.1	4188	NM_005586
HGNC:28870	MDFIC	MyoD family inhibitor domain containing		HIC, MDFIC1	7q31.1-q31.2	29969	NM_199072
HGNC:53442	MDFIC2	MyoD family inhibitor domain containing 2			3p13	107986096	
HGNC:19267	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1		GPIM, MAMDC3	6p21.2	266727	
HGNC:19835	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	MAMDC1		14q21.3	161357	NM_182830
HGNC:6969	MDGI~withdrawn	symbol withdrawn, see FABP3					
HGNC:6970	MDH1	malate dehydrogenase 1			2p15	4190	NM_001316374
HGNC:17836	MDH1B	malate dehydrogenase 1B		FLJ25341, RP11-95H11	2q33.3	130752	NM_001039845
HGNC:6971	MDH2	malate dehydrogenase 2			7q11.23	4191	NM_005918
HGNC:6972	MDK	midkine	NEGF2	MK, FLJ27379	11p11.2	4192	NM_001012334
HGNC:29917	MDM1	Mdm1 nuclear protein			12q15	56890	NM_020128
HGNC:6973	MDM2	MDM2 proto-oncogene		HDM2, MGC5370	12q15	4193	NM_006880
HGNC:6974	MDM4	MDM4, p53 regulator		MDMX, HDMX	1q32.1	4194	NM_002393
HGNC:18302	MDN1	midasin AAA ATPase 1		KIAA0301, Rea1	6q15	23195	
HGNC:28781	MDP1	magnesium dependent phosphatase 1		MGC5987, FN6Pase	14q12	145553	NM_138476
HGNC:6975	MDR1~withdrawn	symbol withdrawn, see ABCB1					
HGNC:6976	MDR3~withdrawn	symbol withdrawn, see ABCB4					
HGNC:6977	MDRS1~withdrawn	symbol withdrawn, see SELENON					
HGNC:6978	MDRV	muscular dystrophy, with rimmed vacuoles			19p13.3		
HGNC:6979	MDS1~withdrawn	symbol withdrawn, see MECOM					
HGNC:29633	MDS2	myelodysplastic syndrome 2 translocation associated			1p36	259283	
HGNC:6980	MDU1~withdrawn	symbol withdrawn, see SLC3A2					
HGNC:6981	MDU2~withdrawn	symbol withdrawn, see CD44					
HGNC:6982	MDU3~withdrawn	symbol withdrawn, see CD44					
HGNC:6983	ME1	malic enzyme 1			6q14.2	4199	
HGNC:6984	ME2	malic enzyme 2			18q21.2	4200	NM_002396
HGNC:49809	ME2P1	malic enzyme 2 pseudogene 1			9p21.1	286239	NG_016134
HGNC:6985	ME3	malic enzyme 3			11q14.2	10873	
HGNC:6986	MEA1	male-enhanced antigen 1	MEA		6p21.1	4201	
HGNC:25674	MEAF6	MYST/Esa1 associated factor 6	C1orf149	NY-SAR-91, FLJ11730, Eaf6, CENP-28	1p34.3	64769	NM_022756
HGNC:42660	MEAF6P1	MYST/Esa1-associated factor 6 pseudogene 1			2q34		
HGNC:6987	MEAX~withdrawn	symbol withdrawn, see VMA21					
HGNC:6988	MEB~withdrawn	symbol withdrawn, see POMGNT1					
HGNC:6989	MECL1~withdrawn	symbol withdrawn, see PSMB10					
HGNC:3498	MECOM	MDS1 and EVI1 complex locus	MDS1, EVI1	MDS1-EVI1, PRDM3, KMT8E	3q26.2	2122	NM_005241, NM_004991
HGNC:6990	MECP2	methyl-CpG binding protein 2	RTT, MRX16, MRX79		Xq28	4204	NM_004992
HGNC:19691	MECR	mitochondrial trans-2-enoyl-CoA reductase		CGI-63, NRBF1, FASN2B, ETR1	1p35.3	51102	NM_016011
HGNC:6991	MED~withdrawn	symbol withdrawn, see SCN8A					
HGNC:9234	MED1	mediator complex subunit 1	TRIP2, PPARGBP, PPARBP	PBP, TRAP220, RB18A, DRIP230, CRSP200, CRSP1	17q12	5469	NM_004774
HGNC:17903	MED4	mediator complex subunit 4	VDRIP	HSPC126, DRIP36, TRAP36	13q14.2	29079	NM_014166
HGNC:39213	MED4-AS1	MED4 antisense RNA 1	MED4-AS		13q14.2		
HGNC:19970	MED6	mediator complex subunit 6		NY-REN-28	14q24.2	10001	NM_005466
HGNC:45164	MED6P1	mediator complex subunit 6 pseudogene 1			10q23.31	100128990	NG_022151
HGNC:2378	MED7	mediator complex subunit 7	CRSP9	CRSP33	5q33.3	9443	NM_004270
HGNC:19971	MED8	mediator complex subunit 8		MGC17544, MGC19641, ARC32	1p34.2	112950	NM_052877
HGNC:25487	MED9	mediator complex subunit 9		FLJ10193, MED25	17p11.2	55090	NM_018019
HGNC:28760	MED10	mediator complex subunit 10		TRG20, L6, MGC5309, NUT2	5p15.31	84246	NM_032286
HGNC:32687	MED11	mediator complex subunit 11		HSPC296, MGC88387	17p13.2	400569	NM_001001683
HGNC:11957	MED12	mediator complex subunit 12	TNRC11, FGS1	CAGH45, HOPA, OPA1, TRAP230, KIAA0192, OKS	Xq13.1	9968	NM_005120
HGNC:16050	MED12L	mediator complex subunit 12 like		KIAA1635, TNRC11L, TRALPUSH, TRALP	3q25.1	116931	NM_053002
HGNC:22474	MED13	mediator complex subunit 13	THRAP1	KIAA0593, TRAP240	17q23.2	9969	NM_005121
HGNC:22962	MED13L	mediator complex subunit 13 like	THRAP2	KIAA1025, TRAP240L	12q24.21	23389	
HGNC:38733	MED13P1	mediator complex subunit 13 pseudogene 1			Yq11.221	100499481	NG_023546
HGNC:2370	MED14	mediator complex subunit 14	CXorf4, CRSP2	EXLM1, CRSP150, TRAP170, RGR1, CSRP	Xp11.4	9282	NM_004229
HGNC:40162	MED14OS	MED14 opposite strand	MED14-AS1		Xp11.4	100873985	NM_001289773
HGNC:2371	MED14P1	mediator complex subunit 14 pseudogene 1	CXorf4P, CRSP2P, MED14P		Yq11.221	359791	NG_002807
HGNC:14248	MED15	mediator complex subunit 15	TNRC7, PCQAP	TIG-1, CAG7A, Arc105	22q11.21	51586	NM_015889
HGNC:19271	MED15P1	mediator complex subunit 15 pseudogene 1	PCQAPP, MED15P		14q11.2	326615	NG_002605
HGNC:48651	MED15P2~withdrawn	symbol withdrawn, see MED15P9					
HGNC:48652	MED15P3	mediator complex subunit 15 pseudogene 3			2q21.1		
HGNC:48653	MED15P4	mediator complex subunit 15 pseudogene 4			2q21.1	100127989	
HGNC:48654	MED15P5	mediator complex subunit 15 pseudogene 5			2q21.1	391436	
HGNC:48655	MED15P6	mediator complex subunit 15 pseudogene 6			14q11.2	100996438	
HGNC:48656	MED15P7	mediator complex subunit 15 pseudogene 7			22q11.1	100996466	
HGNC:48657	MED15P8	mediator complex subunit 15 pseudogene 8			2q21.1		
HGNC:44130	MED15P9	mediator complex subunit 15 pseudogene 9	CCDC74B-AS1, MED15P2		2q21.1	285103	NR_033903
HGNC:17556	MED16	mediator complex subunit 16	THRAP5	DRIP92, TRAP95	19p13.3	10025	NM_005481
HGNC:2375	MED17	mediator complex subunit 17	CRSP6	CRSP77, TRAP80, DRIP80, SRB4	11q21	9440	NM_004268
HGNC:25944	MED18	mediator complex subunit 18		FLJ20045, p28b, SRB5	1p35.3	54797	NM_017638
HGNC:29600	MED19	mediator complex subunit 19		LCMR1	11q12.1	219541	NM_153450
HGNC:16840	MED20	mediator complex subunit 20	TRFP	DKFZp586D2223, PRO0213, SRB2	6p21.1	9477	NM_004275
HGNC:11473	MED21	mediator complex subunit 21	SURB7	SRB7	12p12	9412	NM_004264
HGNC:11477	MED22	mediator complex subunit 22	SURF5	Med24, SRB6	9q34.2	6837	NM_133640
HGNC:2372	MED23	mediator complex subunit 23	CRSP3	CRSP130, DRIP130, Sur2	6q23.2	9439	
HGNC:22963	MED24	mediator complex subunit 24	THRAP4, CRSP4	TRAP100, KIAA0130, DRIP100, CRSP100, MED5	17q21.1	9862	NM_014815
HGNC:28845	MED25	mediator complex subunit 25		ARC92, ACID1, TCBAP0758, DKFZp434K0512	19q13.3	81857	NM_030973
HGNC:2376	MED26	mediator complex subunit 26	CRSP7	CRSP70	19p13.11	9441	NM_004831
HGNC:2377	MED27	mediator complex subunit 27	CRSP8	TRAP37, CRSP34, MED3	9q34.13	9442	NM_004269
HGNC:24628	MED28	mediator complex subunit 28		EG1, DKFZP434N185, magicin	4p15.32	80306	NM_025205
HGNC:45078	MED28P1	mediator complex subunit 28 pseudogene 1			10q22.1	100420207	NG_025514
HGNC:45079	MED28P2	mediator complex subunit 28 pseudogene 2			3q24		
HGNC:45080	MED28P3	mediator complex subunit 28 pseudogene 3			2q32.1	100131051	NG_021593
HGNC:45081	MED28P4	mediator complex subunit 28 pseudogene 4			Xp11.3	100130359	NG_022594
HGNC:45082	MED28P5	mediator complex subunit 28 pseudogene 5			11q21		
HGNC:45083	MED28P6	mediator complex subunit 28 pseudogene 6			15q25.3		
HGNC:45084	MED28P7	mediator complex subunit 28 pseudogene 7			20p11.21	729327	NG_021979
HGNC:45085	MED28P8	mediator complex subunit 28 pseudogene 8			1p31.1	101060144	
HGNC:23074	MED29	mediator complex subunit 29	IXL	DKFZp434H247, MED2	19q13.2	55588	XM_290829
HGNC:23032	MED30	mediator complex subunit 30	THRAP6	TRAP25	8q24.11	90390	NM_080651
HGNC:24260	MED31	mediator complex subunit 31		CGI-125, Soh1	17p13.1	51003	NM_016060
HGNC:25926	MEDAG	mesenteric estrogen dependent adipogenesis	C13orf33	FLJ14834, AWMS3, MEDA-4	13q12.3	84935	NM_032849
HGNC:6992	MEF~withdrawn	symbol withdrawn, see MEFV					
HGNC:6993	MEF2A	myocyte enhancer factor 2A		RSRFC4, RSRFC9	15q26.3	4205	
HGNC:6994	MEF2AP1	myocyte enhancer factor 2A pseudogene 1	MEF2AP		1q25.2	4206	NG_003072
HGNC:6995	MEF2B	myocyte enhancer factor 2B		RSRFR2	19p13.11	100271849	NM_005919
HGNC:49883	MEF2BNBP1	MEF2B neighbor pseudogene 1			12p12.3	100128109	
HGNC:6996	MEF2C	myocyte enhancer factor 2C			5q14.3	4208	NM_002397
HGNC:48908	MEF2C-AS1	MEF2C antisense RNA 1			5q14.3	101929423	
HGNC:53115	MEF2C-AS2	MEF2C antisense RNA 2		CTC-467M3.1	5q14.3		
HGNC:6997	MEF2D	myocyte enhancer factor 2D			1q22	4209	NM_005920
HGNC:6998	MEFV	MEFV, pyrin innate immunity regulator	MEF	FMF, TRIM20	16p13.3	4210	NM_000243
HGNC:14575	MEG3	maternally expressed 3 (non-protein coding)		GTL2, NCRNA00023, LINC00023, onco-lncRNA-83	14q32.2	55384	NR_002766
HGNC:14574	MEG8	maternally expressed 8, small nucleolar RNA host gene	SNHG23, SNHG24	NCRNA00024, Irm, Rian, Bsr, LINC00024, AL132709.8, lnc-MGC	14q32.31	79104	NR_024149
HGNC:43874	MEG9	maternally expressed 9 (non-protein coding)		LINC00584	14q32.31	100507257	
HGNC:3232	MEGF6	multiple EGF like domains 6	EGFL3		1p36.32	1953	NM_001409
HGNC:3233	MEGF8	multiple EGF like domains 8	EGFL4, C19orf49	SBP1, FLJ22365	19q13.2	1954	NM_001410
HGNC:3234	MEGF9	multiple EGF like domains 9	EGFL5		9q33.2	1955	NM_001080497
HGNC:29634	MEGF10	multiple EGF like domains 10		KIAA1780	5q23.2	84466	NM_032446
HGNC:29635	MEGF11	multiple EGF like domains 11		KIAA1781, DKFZp434L121	15q22.31	84465	NM_032445
HGNC:6999	MEHMO	mental retardation, epileptic seizures, hypogonadism and -genitalism, microcephaly and obesity syndrome			Xp22.13-p21.1		
HGNC:28613	MEI1	meiotic double-stranded break formation protein 1		MGC40042, SPATA38	22q13.2	150365	NM_152513
HGNC:43638	MEI4	meiotic double-stranded break formation protein 4			6q14.1	101928601	NM_001282136
HGNC:23429	MEIG1	meiosis/spermiogenesis associated 1		bA2K17.3, SPATA39	10p13	644890	XM_927975
HGNC:51253	MEIKIN	meiotic kinetochore factor			5q31.1	728637	
HGNC:28569	MEIOB	meiosis specific with OB domains	C16orf73	MGC35212	16p13.3	254528	NM_152764
HGNC:26670	MEIOC	meiosis specific with coiled-coil domain	C17orf104	FLJ35848	17q21.31	284071	NM_001145080
HGNC:7000	MEIS1	Meis homeobox 1			2p14	4211	NM_002398
HGNC:40371	MEIS1-AS1~withdrawn	symbol withdrawn, see MEIS1-AS2					
HGNC:40370	MEIS1-AS2	MEIS1 antisense RNA 2	MEIS1-AS1		2p14	100873998	
HGNC:40369	MEIS1-AS3	MEIS1 antisense RNA 3			2p14	730198	
HGNC:7001	MEIS2	Meis homeobox 2		MRG1, HsT18361	15q14	4212	NM_170677
HGNC:29537	MEIS3	Meis homeobox 3		MRG2, DKFZp547H236	19q13.32	56917	XM_085929
HGNC:7002	MEIS3P1	Meis homeobox 3 pseudogene 1	MEIS3, MEIS4	MRG2	17p12	4213	
HGNC:17638	MEIS3P2	Meis homeobox 3 pseudogene 2			17p11.2	257468	NG_002418
HGNC:7003	MEKK1~withdrawn	symbol withdrawn, see MAP3K1					
HGNC:7004	MEKK2~withdrawn	symbol withdrawn, see MAP3K2					
HGNC:7005	MEKK3~withdrawn	symbol withdrawn, see MAP3K3					
HGNC:7006	MEKK4~withdrawn	symbol withdrawn, see MAP3K4					
HGNC:7008	MELAS	mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes			mitochondria		
